row_id,order_id,product_id,quantity,sale_price
100079,51897,269,1,1490.0
100080,51608,291,1,710.0
100081,50721,263,1,330.0
100082,52192,277,2,380.0
100083,51275,232,5,740.0
100084,50691,295,1,1100.0
100085,50057,237,1,1360.0
100086,52356,266,1,380.0
100087,52222,207,3,890.0
100088,51486,248,5,150.0
100089,50750,211,2,1390.0
100090,50678,275,1,450.0
100091,50560,287,1,180.0
100092,51663,231,2,1200.0
100093,51705,244,2,560.0
100094,51979,245,2,840.0
100095,50349,272,1,650.0
100096,51091,256,1,1110.0
100097,52378,232,1,740.0
100098,52242,221,2,140.0
100099,51179,231,1,1200.0
100100,51720,201,1,810.0
100101,52314,277,1,380.0
100102,52216,211,1,1390.0
100103,52193,293,1,1130.0
100104,52234,268,1,1390.0
100105,50886,236,1,120.0
100106,50865,279,3,1110.0
100107,50786,259,4,1000.0
100108,50457,267,1,1160.0
100109,50345,256,2,1110.0
100110,50554,251,1,520.0
100111,51021,229,3,780.0
100112,50788,285,2,170.0
100113,51820,202,1,1310.0
100114,50705,206,1,140.0
100115,51128,231,1,1200.0
100116,52295,254,2,560.0
100117,50812,288,1,300.0
100118,50953,240,1,610.0
100119,50815,217,1,170.0
100120,51549,205,4,350.0
100121,50144,202,4,1310.0
100122,50863,258,1,990.0
100123,51217,212,2,420.0
100124,51808,205,2,350.0
100125,50375,260,3,550.0
100126,50677,241,1,1310.0
100127,51290,220,1,660.0
100128,50556,272,1,650.0
100129,50863,201,1,810.0
100130,52122,256,1,1110.0
100131,52486,270,1,1420.0
100132,50881,256,1,1110.0
100133,52274,254,1,560.0
100134,51843,211,1,1390.0
100135,52356,203,1,750.0
100136,50966,295,3,1100.0
100137,52396,228,4,1390.0
100138,50476,205,1,350.0
100139,51339,290,3,550.0
100140,50525,216,1,1420.0
100141,51449,231,2,1200.0
100142,50562,228,1,1390.0
100143,50569,207,1,890.0
100144,51206,209,1,200.0
100145,50106,239,1,790.0
100146,52239,299,1,140.0
100147,51161,243,1,1030.0
100148,50700,227,1,1110.0
100149,51144,276,3,830.0
100150,50072,289,1,1380.0
100151,50755,293,1,1130.0
100152,50905,295,1,1100.0
100153,50052,298,2,920.0
100154,51004,233,1,260.0
100155,51288,291,1,710.0
100156,51263,256,1,1110.0
100157,52303,202,1,1310.0
100158,50685,214,1,550.0
100159,51773,213,1,330.0
100160,51631,224,1,990.0
100161,52105,269,1,1490.0
100162,50950,234,1,890.0
100163,51674,287,1,180.0
100164,52417,219,1,1200.0
100165,52280,230,4,810.0
100166,51426,249,1,1040.0
100167,51585,243,2,1030.0
100168,51047,216,1,1420.0
100169,51291,252,1,650.0
100170,52166,298,2,920.0
100171,51624,249,1,1040.0
100172,51177,211,1,1390.0
100173,52316,278,1,890.0
100174,52161,247,1,950.0
100175,52214,279,2,1110.0
100176,51032,235,1,1380.0
100177,50431,271,1,1000.0
100178,51316,229,2,780.0
100179,50893,254,4,560.0
100180,51074,286,2,1270.0
100181,50107,223,1,920.0
100182,50745,224,2,990.0
100183,51480,299,2,140.0
100184,52371,210,2,1490.0
100185,52357,261,2,1190.0
100186,50622,208,3,1150.0
100187,50995,248,1,150.0
100188,50145,276,1,830.0
100189,50821,293,2,1130.0
100190,50412,229,1,780.0
100191,50114,287,1,180.0
100192,52447,226,1,410.0
100193,50124,237,2,1360.0
100194,50086,296,1,970.0
100195,50047,252,1,650.0
100196,51900,238,1,1370.0
100197,51573,206,1,140.0
100198,51739,208,1,1150.0
100199,52006,217,1,170.0
100200,50804,276,2,830.0
100201,52437,262,3,1040.0
100202,51990,286,2,1270.0
100203,51070,278,1,890.0
100204,51192,234,1,890.0
100205,50046,219,1,1200.0
100206,50540,270,1,1420.0
100207,50087,282,1,1210.0
100208,51409,237,2,1360.0
100209,50265,238,1,1370.0
100210,50703,215,1,270.0
100211,51474,240,3,610.0
100212,52280,209,1,200.0
100213,50186,253,4,1230.0
100214,50326,270,5,1420.0
100215,51207,266,1,380.0
100216,50397,280,1,420.0
100217,51505,252,2,650.0
100218,51427,201,1,810.0
100219,51441,230,1,810.0
100220,51089,297,2,1370.0
100221,50956,201,1,810.0
100222,50555,239,1,790.0
100223,51041,216,1,1420.0
100224,52439,217,2,170.0
100225,50044,282,1,1210.0
100226,50901,222,1,220.0
100227,51724,286,1,1270.0
100228,50482,299,1,140.0
100229,52037,231,2,1200.0
100230,51287,240,2,610.0
100231,51198,227,1,1110.0
100232,51465,236,1,120.0
100233,50566,204,1,1080.0
100234,52268,269,1,1490.0
100235,50772,225,1,780.0
100236,51219,295,1,1100.0
100237,52457,278,1,890.0
100238,50471,230,1,810.0
100239,51371,247,2,950.0
100240,52214,212,2,420.0
100241,50672,227,1,1110.0
100242,51175,245,1,840.0
100243,50111,288,3,300.0
100244,51027,263,4,330.0
100245,50344,255,1,400.0
100246,51473,230,2,810.0
100247,52380,282,2,1210.0
100248,52312,214,1,550.0
100249,52131,256,1,1110.0
100250,50777,219,1,1200.0
100251,52382,286,1,1270.0
100252,51404,226,1,410.0
100253,50658,271,3,1000.0
100254,51834,292,2,110.0
100255,51833,238,1,1370.0
100256,50454,269,1,1490.0
100257,50741,236,1,120.0
100258,51770,218,1,940.0
100259,52381,257,1,730.0
100260,52358,278,3,890.0
100261,51444,223,1,920.0
100262,51749,214,1,550.0
100263,52402,296,1,970.0
100264,50824,269,1,1490.0
100265,50145,222,1,220.0
100266,52007,228,1,1390.0
100267,51068,243,1,1030.0
100268,51787,276,1,830.0
100269,51410,218,1,940.0
100270,51763,295,1,1100.0
100271,50910,277,1,380.0
100272,50761,284,3,1430.0
100273,51517,236,1,120.0
100274,50531,207,1,890.0
100275,51360,223,1,920.0
100276,52028,234,1,890.0
100277,52178,296,2,970.0
100278,51008,221,1,140.0
100279,51538,270,2,1420.0
100280,51274,280,1,420.0
100281,50947,299,1,140.0
100282,51162,247,2,950.0
100283,51299,253,1,1230.0
100284,51002,284,1,1430.0
100285,52189,241,2,1310.0
100286,51968,275,4,450.0
100287,50882,232,1,740.0
100288,51848,214,1,550.0
100289,51976,288,1,300.0
100290,52482,295,1,1100.0
100291,51631,217,1,170.0
100292,50173,225,2,780.0
100293,50473,264,1,980.0
100294,51447,273,2,870.0
100295,52487,286,1,1270.0
100296,50498,248,1,150.0
100297,52217,235,3,1380.0
100298,50989,237,1,1360.0
100299,51606,255,1,400.0
100300,52476,217,1,170.0
100301,50419,228,2,1390.0
100302,51371,201,1,810.0
100303,50714,253,1,1230.0
100304,52250,273,1,870.0
100305,50179,255,1,400.0
100306,52105,261,2,1190.0
100307,51930,213,1,330.0
100308,50946,247,1,950.0
100309,52019,264,1,980.0
100310,50739,232,2,740.0
100311,51957,228,2,1390.0
100312,50112,253,2,1230.0
100313,50715,231,1,1200.0
100314,51402,208,1,1150.0
100315,51939,272,1,650.0
100316,51382,298,3,920.0
100317,50813,287,3,180.0
100318,51209,274,4,800.0
100319,50037,225,1,780.0
100320,51829,233,1,260.0
100321,51252,268,1,1390.0
100322,50810,207,2,890.0
100323,50023,297,1,1370.0
100324,51527,266,2,380.0
100325,50796,246,1,1000.0
100326,50496,296,1,970.0
100327,50900,205,1,350.0
100328,50425,217,1,170.0
100329,52066,276,1,830.0
100330,51983,252,1,650.0
100331,51469,212,1,420.0
100332,51234,262,1,1040.0
100333,51798,235,3,1380.0
100334,52259,262,2,1040.0
100335,50565,221,1,140.0
100336,51305,285,1,170.0
100337,51857,266,1,380.0
100338,50133,253,4,1230.0
100339,50449,221,1,140.0
100340,52312,215,1,270.0
100341,51831,275,2,450.0
100342,52159,274,1,800.0
100343,50850,282,3,1210.0
100344,51262,223,1,920.0
100345,51481,231,1,1200.0
100346,50901,254,1,560.0
100347,50759,255,3,400.0
100348,51540,226,3,410.0
100349,51900,253,1,1230.0
100350,50862,266,1,380.0
100351,51848,239,1,790.0
100352,52241,207,4,890.0
100353,50515,288,1,300.0
100354,50968,239,2,790.0
100355,51592,232,1,740.0
100356,50084,226,1,410.0
100357,50798,287,1,180.0
100358,52128,278,2,890.0
100359,51602,229,3,780.0
100360,50522,225,1,780.0
100361,51223,256,1,1110.0
100362,51595,231,1,1200.0
100363,50234,266,1,380.0
100364,51843,202,4,1310.0
100365,52292,287,1,180.0
100366,51417,247,2,950.0
100367,51590,275,2,450.0
100368,51470,229,2,780.0
100369,50393,299,4,140.0
100370,50009,249,1,1040.0
100371,50613,273,3,870.0
100372,51944,232,1,740.0
100373,50715,230,1,810.0
100374,51928,215,2,270.0
100375,50110,262,1,1040.0
100376,50834,278,2,890.0
100377,50266,217,2,170.0
100378,51397,222,2,220.0
100379,52032,230,1,810.0
100380,50976,281,1,1020.0
100381,51619,216,1,1420.0
100382,50955,252,2,650.0
100383,51670,208,1,1150.0
100384,51350,264,1,980.0
100385,51575,239,1,790.0
100386,52224,231,1,1200.0
100387,51059,212,1,420.0
100388,51958,233,1,260.0
100389,50849,258,1,990.0
100390,50963,212,2,420.0
100391,51826,225,1,780.0
100392,52322,238,1,1370.0
100393,52102,248,1,150.0
100394,50888,282,2,1210.0
100395,50745,283,1,1320.0
100396,52325,255,1,400.0
100397,51442,203,1,750.0
100398,51249,299,1,140.0
100399,50176,269,1,1490.0
100400,50566,235,1,1380.0
100401,51688,251,2,520.0
100402,51409,227,1,1110.0
100403,50262,237,1,1360.0
100404,50531,285,1,170.0
100405,51878,216,1,1420.0
100406,51395,292,4,110.0
100407,51707,225,1,780.0
100408,51221,233,2,260.0
100409,50948,262,2,1040.0
100410,50585,217,1,170.0
100411,51621,243,3,1030.0
100412,52350,230,1,810.0
100413,51156,241,1,1310.0
100414,51752,204,1,1080.0
100415,52082,266,1,380.0
100416,50532,260,1,550.0
100417,51232,209,1,200.0
100418,51994,231,1,1200.0
100419,51698,289,1,1380.0
100420,51546,269,1,1490.0
100421,51438,224,1,990.0
100422,50371,224,1,990.0
100423,50409,293,1,1130.0
100424,51407,245,1,840.0
100425,51902,295,1,1100.0
100426,51471,237,1,1360.0
100427,50617,258,1,990.0
100428,50071,283,1,1320.0
100429,50084,223,4,920.0
100430,52257,235,1,1380.0
100431,50259,263,1,330.0
100432,51326,206,1,140.0
100433,50932,206,1,140.0
100434,52330,230,1,810.0
100435,50394,201,1,810.0
100436,52466,263,1,330.0
100437,51335,208,1,1150.0
100438,51930,228,2,1390.0
100439,51721,289,1,1380.0
100440,50626,233,1,260.0
100441,51893,253,2,1230.0
100442,51837,238,1,1370.0
100443,50562,252,2,650.0
100444,51794,278,1,890.0
100445,50941,211,1,1390.0
100446,52110,202,1,1310.0
100447,51166,253,4,1230.0
100448,51866,294,1,840.0
100449,51892,294,3,840.0
100450,51640,268,1,1390.0
100451,51551,277,1,380.0
100452,50782,207,3,890.0
100453,51695,267,1,1160.0
100454,50597,209,4,200.0
100455,52057,278,1,890.0
100456,52324,263,3,330.0
100457,52275,211,1,1390.0
100458,52234,237,1,1360.0
100459,52481,214,3,550.0
100460,50356,219,1,1200.0
100461,52041,208,1,1150.0
100462,50392,207,1,890.0
100463,50579,259,1,1000.0
100464,51641,263,4,330.0
100465,52468,207,1,890.0
100466,52009,255,1,400.0
100467,51724,203,1,750.0
100468,50164,267,2,1160.0
100469,50638,218,1,940.0
100470,52065,245,1,840.0
100471,52494,297,1,1370.0
100472,50170,292,1,110.0
100473,50340,236,3,120.0
100474,50726,216,1,1420.0
100475,51934,279,1,1110.0
100476,51035,229,1,780.0
100477,51646,259,2,1000.0
100478,50133,218,1,940.0
100479,50823,249,1,1040.0
100480,50954,246,1,1000.0
100481,52127,283,2,1320.0
100482,50346,229,1,780.0
100483,50609,270,1,1420.0
100484,50639,250,1,700.0
100485,51048,255,1,400.0
100486,51495,227,4,1110.0
100487,51225,207,1,890.0
100488,52179,291,3,710.0
100489,52404,283,1,1320.0
100490,50150,281,1,1020.0
100491,51550,241,1,1310.0
100492,51328,211,4,1390.0
100493,51565,205,1,350.0
100494,50050,266,3,380.0
100495,51506,256,1,1110.0
100496,50335,212,1,420.0
100497,51376,242,2,120.0
100498,50668,275,3,450.0
100499,51673,210,1,1490.0
100500,52375,228,1,1390.0
100501,51016,207,1,890.0
100502,50336,214,1,550.0
100503,50666,277,1,380.0
100504,50081,269,1,1490.0
100505,52135,261,1,1190.0
100506,51800,251,1,520.0
100507,50258,242,4,120.0
100508,50991,208,1,1150.0
100509,50185,250,1,700.0
100510,51716,201,5,810.0
100511,50123,269,1,1490.0
100512,50605,211,1,1390.0
100513,50904,248,1,150.0
100514,51538,210,1,1490.0
100515,51982,215,2,270.0
100516,51395,247,1,950.0
100517,52353,293,1,1130.0
100518,51309,225,1,780.0
100519,51866,206,3,140.0
100520,51942,211,1,1390.0
100521,52310,217,1,170.0
100522,51598,215,1,270.0
100523,50491,216,1,1420.0
100524,51055,256,1,1110.0
100525,50702,266,1,380.0
100526,51292,236,1,120.0
100527,52060,283,1,1320.0
100528,51215,238,1,1370.0
100529,51424,285,1,170.0
100530,51561,275,2,450.0
100531,51942,203,1,750.0
100532,52139,298,1,920.0
100533,50600,218,1,940.0
100534,51810,279,1,1110.0
100535,52349,289,1,1380.0
100536,51135,254,2,560.0
100537,50080,279,1,1110.0
100538,50836,294,4,840.0
100539,50652,217,4,170.0
100540,52481,282,1,1210.0
100541,50417,295,2,1100.0
100542,51471,282,1,1210.0
100543,52066,299,1,140.0
100544,51078,213,1,330.0
100545,51904,263,1,330.0
100546,50746,214,3,550.0
100547,52003,259,2,1000.0
100548,50240,236,2,120.0
100549,51945,218,1,940.0
100550,52466,205,1,350.0
100551,50856,214,1,550.0
100552,51797,225,1,780.0
100553,51772,244,1,560.0
100554,50420,239,1,790.0
100555,52264,212,1,420.0
100556,50709,261,1,1190.0
100557,51668,262,1,1040.0
100558,51354,253,1,1230.0
100559,52036,253,3,1230.0
100560,50680,228,1,1390.0
100561,50487,235,1,1380.0
100562,50623,265,2,460.0
100563,51439,203,5,750.0
100564,50219,243,2,1030.0
100565,52429,250,1,700.0
100566,52135,271,1,1000.0
100567,51485,209,4,200.0
100568,52459,236,2,120.0
100569,50691,223,1,920.0
100570,52030,288,1,300.0
100571,51013,274,1,800.0
100572,50447,250,1,700.0
100573,52348,255,1,400.0
100574,52456,212,1,420.0
100575,50375,283,5,1320.0
100576,52281,232,1,740.0
100577,51923,224,2,990.0
100578,50638,286,1,1270.0
100579,51771,267,1,1160.0
100580,52234,227,1,1110.0
100581,52126,261,2,1190.0
100582,51505,219,1,1200.0
100583,50194,273,1,870.0
100584,51400,251,2,520.0
100585,52335,264,1,980.0
100586,51506,277,3,380.0
100587,51747,202,3,1310.0
100588,50250,236,3,120.0
100589,51225,293,1,1130.0
100590,50536,211,1,1390.0
100591,52348,298,5,920.0
100592,51107,268,1,1390.0
100593,50458,268,1,1390.0
100594,51388,264,2,980.0
100595,50040,201,1,810.0
100596,51540,289,2,1380.0
100597,52156,226,2,410.0
100598,50261,211,2,1390.0
100599,51642,287,1,180.0
100600,51248,202,1,1310.0
100601,50126,283,1,1320.0
100602,51230,293,1,1130.0
100603,51307,240,1,610.0
100604,52102,204,1,1080.0
100605,52394,280,1,420.0
100606,50136,237,1,1360.0
100607,52378,261,2,1190.0
100608,51460,291,1,710.0
100609,50136,205,1,350.0
100610,50813,215,1,270.0
100611,50852,287,2,180.0
100612,51745,267,1,1160.0
100613,51939,282,1,1210.0
100614,50871,226,1,410.0
100615,51473,206,1,140.0
100616,50635,244,3,560.0
100617,51652,258,3,990.0
100618,50669,281,1,1020.0
100619,51294,246,2,1000.0
100620,50269,242,3,120.0
100621,50861,248,4,150.0
100622,50482,227,1,1110.0
100623,51262,220,1,660.0
100624,52333,270,1,1420.0
100625,50103,235,1,1380.0
100626,51454,276,1,830.0
100627,50792,248,2,150.0
100628,51678,267,2,1160.0
100629,50239,268,3,1390.0
100630,51589,252,1,650.0
100631,50882,268,1,1390.0
100632,52236,204,1,1080.0
100633,50888,239,1,790.0
100634,51280,221,3,140.0
100635,50924,266,1,380.0
100636,50794,216,2,1420.0
100637,50676,207,1,890.0
100638,52440,283,1,1320.0
100639,51682,297,1,1370.0
100640,51492,209,1,200.0
100641,51850,217,1,170.0
100642,51277,291,1,710.0
100643,50672,297,1,1370.0
100644,50839,212,4,420.0
100645,51313,257,2,730.0
100646,51074,245,4,840.0
100647,50004,211,2,1390.0
100648,51655,213,3,330.0
100649,51909,231,1,1200.0
100650,51894,277,1,380.0
100651,51923,226,1,410.0
100652,51286,263,2,330.0
100653,50535,231,1,1200.0
100654,51085,222,1,220.0
100655,51380,206,4,140.0
100656,50646,220,1,660.0
100657,50024,285,4,170.0
100658,51317,210,2,1490.0
100659,50557,283,1,1320.0
100660,50356,235,1,1380.0
100661,52008,226,2,410.0
100662,50870,271,1,1000.0
100663,50575,237,2,1360.0
100664,50029,208,2,1150.0
100665,52405,205,1,350.0
100666,50365,244,1,560.0
100667,50409,292,1,110.0
100668,51315,267,1,1160.0
100669,51177,272,1,650.0
100670,50219,279,2,1110.0
100671,52221,291,1,710.0
100672,50608,249,3,1040.0
100673,51036,236,1,120.0
100674,51540,280,1,420.0
100675,50858,226,1,410.0
100676,51603,245,3,840.0
100677,50969,261,1,1190.0
100678,51501,244,1,560.0
100679,51106,204,3,1080.0
100680,51641,276,1,830.0
100681,51717,281,1,1020.0
100682,52489,258,1,990.0
100683,50617,226,2,410.0
100684,50226,295,1,1100.0
100685,52419,279,1,1110.0
100686,50028,298,1,920.0
100687,50995,229,3,780.0
100688,50016,209,1,200.0
100689,50333,278,1,890.0
100690,50483,236,1,120.0
100691,50566,204,1,1080.0
100692,52162,259,2,1000.0
100693,52086,237,1,1360.0
100694,50454,288,2,300.0
100695,50166,281,2,1020.0
100696,52253,213,3,330.0
100697,50878,220,1,660.0
100698,50245,217,5,170.0
100699,51895,251,1,520.0
100700,51357,291,2,710.0
100701,50943,255,1,400.0
100702,51953,233,2,260.0
100703,51283,221,1,140.0
100704,51746,281,2,1020.0
100705,50410,222,4,220.0
100706,52358,225,2,780.0
100707,52116,267,2,1160.0
100708,52162,291,1,710.0
100709,52268,291,1,710.0
100710,52268,212,4,420.0
100711,51497,215,1,270.0
100712,50386,284,1,1430.0
100713,50930,286,1,1270.0
100714,50405,202,1,1310.0
100715,50492,204,1,1080.0
100716,50357,245,1,840.0
100717,50215,213,1,330.0
100718,51404,255,1,400.0
100719,50752,232,1,740.0
100720,50827,222,1,220.0
100721,51238,289,1,1380.0
100722,51122,291,1,710.0
100723,50666,255,3,400.0
100724,52029,217,1,170.0
100725,50554,270,3,1420.0
100726,51573,251,3,520.0
100727,50328,280,1,420.0
100728,51189,208,1,1150.0
100729,50150,261,1,1190.0
100730,51056,297,1,1370.0
100731,50657,210,1,1490.0
100732,51937,298,1,920.0
100733,50293,219,1,1200.0
100734,50957,214,1,550.0
100735,51085,267,4,1160.0
100736,51613,255,1,400.0
100737,50416,261,3,1190.0
100738,52055,256,1,1110.0
100739,50918,263,1,330.0
100740,50085,287,1,180.0
100741,50957,211,5,1390.0
100742,51422,247,1,950.0
100743,51936,206,1,140.0
100744,51795,234,3,890.0
100745,51417,265,1,460.0
100746,51071,299,1,140.0
100747,51522,289,4,1380.0
100748,51502,264,3,980.0
100749,52474,293,1,1130.0
100750,52474,287,1,180.0
100751,50736,282,4,1210.0
100752,51153,278,5,890.0
100753,51273,281,1,1020.0
100754,50741,266,2,380.0
100755,51863,231,1,1200.0
100756,50131,283,1,1320.0
100757,51764,296,1,970.0
100758,51713,262,1,1040.0
100759,50323,254,1,560.0
100760,50823,292,1,110.0
100761,50543,208,1,1150.0
100762,52114,242,1,120.0
100763,51856,241,1,1310.0
100764,52079,259,5,1000.0
100765,50885,240,3,610.0
100766,50191,222,1,220.0
100767,50415,224,3,990.0
100768,51839,238,1,1370.0
100769,51814,202,1,1310.0
100770,51761,241,4,1310.0
100771,51070,219,1,1200.0
100772,51722,202,1,1310.0
100773,50375,292,1,110.0
100774,50558,296,1,970.0
100775,51281,262,1,1040.0
100776,51945,283,4,1320.0
100777,51597,216,1,1420.0
100778,51129,294,4,840.0
100779,51361,222,3,220.0
100780,51325,214,1,550.0
100781,51101,256,1,1110.0
100782,51535,265,1,460.0
100783,51254,245,1,840.0
100784,51703,254,1,560.0
100785,50032,266,5,380.0
100786,51632,286,2,1270.0
100787,50058,246,1,1000.0
100788,51128,233,1,260.0
100789,50312,279,1,1110.0
100790,51753,250,1,700.0
100791,52002,222,4,220.0
100792,51398,240,3,610.0
100793,51783,239,1,790.0
100794,52283,241,1,1310.0
100795,51413,275,1,450.0
100796,51432,268,1,1390.0
100797,50802,207,1,890.0
100798,50239,285,1,170.0
100799,51776,271,1,1000.0
100800,51319,204,1,1080.0
100801,50112,276,1,830.0
100802,52352,291,1,710.0
100803,51329,259,1,1000.0
100804,50290,281,1,1020.0
100805,52256,284,1,1430.0
100806,51810,295,1,1100.0
100807,50582,226,3,410.0
100808,50370,231,1,1200.0
100809,50220,299,1,140.0
100810,51897,273,4,870.0
100811,50349,269,1,1490.0
100812,52303,252,2,650.0
100813,50452,272,1,650.0
100814,52190,221,1,140.0
100815,50089,216,1,1420.0
100816,50871,251,1,520.0
100817,51160,216,1,1420.0
100818,52043,218,1,940.0
100819,51875,247,3,950.0
100820,50523,256,1,1110.0
100821,50910,228,1,1390.0
100822,50442,282,1,1210.0
100823,50038,278,2,890.0
100824,51881,256,2,1110.0
100825,50210,237,2,1360.0
100826,51601,216,1,1420.0
100827,50981,285,1,170.0
100828,50381,265,1,460.0
100829,51561,260,1,550.0
100830,50394,261,2,1190.0
100831,51074,211,4,1390.0
100832,50396,275,1,450.0
100833,51777,266,1,380.0
100834,52080,232,1,740.0
100835,50545,219,1,1200.0
100836,51085,256,1,1110.0
100837,50553,205,1,350.0
100838,51465,203,4,750.0
100839,51154,228,1,1390.0
100840,51378,290,5,550.0
100841,52246,287,1,180.0
100842,51687,294,1,840.0
100843,51740,272,1,650.0
100844,50694,229,1,780.0
100845,52195,277,1,380.0
100846,51740,259,1,1000.0
100847,50498,225,1,780.0
100848,52096,222,5,220.0
100849,51196,297,1,1370.0
100850,50613,271,2,1000.0
100851,51339,223,1,920.0
100852,50376,270,1,1420.0
100853,50806,279,1,1110.0
100854,50921,279,3,1110.0
100855,50875,240,1,610.0
100856,51444,298,1,920.0
100857,51420,214,1,550.0
100858,51546,229,1,780.0
100859,51211,216,2,1420.0
100860,51006,293,1,1130.0
100861,52081,287,1,180.0
100862,52117,210,2,1490.0
100863,50592,247,1,950.0
100864,51215,204,1,1080.0
100865,52149,212,1,420.0
100866,51509,242,2,120.0
100867,51309,298,4,920.0
100868,50914,204,1,1080.0
100869,50390,284,3,1430.0
100870,50160,292,1,110.0
100871,50892,292,1,110.0
100872,51071,206,1,140.0
100873,51470,214,1,550.0
100874,50696,235,1,1380.0
100875,50758,247,2,950.0
100876,52203,258,1,990.0
100877,50339,265,5,460.0
100878,51977,219,1,1200.0
100879,50795,257,1,730.0
100880,51723,265,1,460.0
100881,51598,213,1,330.0
100882,50899,208,3,1150.0
100883,51168,218,1,940.0
100884,50103,235,4,1380.0
100885,50093,287,5,180.0
100886,50975,226,1,410.0
100887,51448,238,1,1370.0
100888,50119,284,1,1430.0
100889,52033,266,1,380.0
100890,52077,226,1,410.0
100891,51535,257,1,730.0
100892,51390,225,1,780.0
100893,50475,230,2,810.0
100894,50435,282,1,1210.0
100895,51258,207,1,890.0
100896,50055,227,1,1110.0
100897,50931,211,4,1390.0
100898,51316,208,1,1150.0
100899,50312,211,1,1390.0
100900,51572,288,2,300.0
100901,50957,230,2,810.0
100902,52366,294,3,840.0
100903,51901,215,1,270.0
100904,50757,256,3,1110.0
100905,51433,235,1,1380.0
100906,51264,239,4,790.0
100907,51856,224,1,990.0
100908,51094,208,3,1150.0
100909,50744,243,4,1030.0
100910,52324,242,1,120.0
100911,50233,284,4,1430.0
100912,52102,241,1,1310.0
100913,50257,247,1,950.0
100914,52029,226,1,410.0
100915,52138,252,5,650.0
100916,51762,288,1,300.0
100917,51930,222,1,220.0
100918,51459,205,1,350.0
100919,51649,215,4,270.0
100920,50408,236,2,120.0
100921,51693,263,1,330.0
100922,51978,293,1,1130.0
100923,52414,279,1,1110.0
100924,52399,291,1,710.0
100925,51323,249,1,1040.0
100926,51930,255,1,400.0
100927,51183,272,3,650.0
100928,50842,260,1,550.0
100929,50984,257,1,730.0
100930,51761,229,1,780.0
100931,51379,219,1,1200.0
100932,50621,295,1,1100.0
100933,50930,273,1,870.0
100934,52449,210,3,1490.0
100935,51731,210,1,1490.0
100936,50975,297,1,1370.0
100937,50392,289,2,1380.0
100938,50352,257,2,730.0
100939,51690,254,2,560.0
100940,50576,256,4,1110.0
100941,51694,268,2,1390.0
100942,51312,269,1,1490.0
100943,50523,287,2,180.0
100944,50726,255,1,400.0
100945,50162,269,1,1490.0
100946,51938,272,1,650.0
100947,50659,281,1,1020.0
100948,51573,201,1,810.0
100949,52130,212,1,420.0
100950,50524,235,1,1380.0
100951,50004,278,3,890.0
100952,51579,282,4,1210.0
100953,51075,274,1,800.0
100954,51285,279,2,1110.0
100955,51623,233,1,260.0
100956,50878,283,3,1320.0
100957,51092,298,1,920.0
100958,51167,225,1,780.0
100959,51578,216,1,1420.0
100960,51675,208,1,1150.0
100961,51609,235,1,1380.0
100962,51218,285,1,170.0
100963,51691,283,1,1320.0
100964,50314,246,1,1000.0
100965,50730,211,1,1390.0
100966,50384,261,5,1190.0
100967,51789,244,1,560.0
100968,51813,211,1,1390.0
